File,p_id,corresp,text
t.2.1.7.xml,t217.p123,c217.1082,"With his divine duties, namely to make sure that Imin-atam, the messenger of [GN: Gu-edina], informs [DN: Ninirsu] in the [TN: E-ninnu] about the amount of carp and perch yielded by the marshes, and about the quantity of new shoots of reed yielded by the green reedbeds, [RN: Gudea] introduced [DN: Lama], the inspector of the fisheries of [GN: Gu-edina], to Lord [DN: Ninirsu]."
t.2.1.7.xml,t217.p124,c217.1088,"With his divine duties, namely to administer the open country, the pleasant place; to give directions concerning the [GN: Gu-edina], the pleasant open country; to make its birds propagate ; to have them lay their eggs in nests ; to have them rear their young; to see that the multiplication of the beasts of [DN: Ninirsu] beloved countryside does not diminish, [RN: Gudea] introduced [DN: Dim-gal-abzu], the herald of [GN: Gu-edina], to Lord [DN: Ninirsu]."
t.2.1.7.xml,t217.p125,c217.1100,"With his divine duties, namely to erect cities; to found settlements; to build guard-houses for the wall of the [SN: Iri-kug] ; to have its divine resident constable, the mace of white cedar with its enormous head, patrol around the house, [RN: Gudea] introduced [DN: Lugal-ennu-iri-kugakam] to Lord [DN: Ninirsu]."
t.2.1.7.xml,t217.p126,c217.1107,"Holy [DN: An] made the location appropriate. [DN: Enlil] wound a turban round its top. [DN: Ninursaa] looked at it approvingly. [DN: Enki], the king of [SN: Eridug], drove in its foundation pegs The true lord with a pure heart, [DN: Suen], made its powers the largest in heaven and on earth. [DN: Ninirsu] chose it among shrines of sprouting seeds with his heart Mother [DN: Nane] cared for it especially among the buildings of the land of [SN: Laga] But it was the god of most reliable progeny who built the house and made its name famous."
t.2.1.7.xml,t217.p127,c217.1118,"The mighty steward of [DN: Nane], the accomplished shepherd of [DN: Ninirsu], is wise, and able too to realise things; the man in charge of building the house, [RN: Gudea] the ruler of [SN: Laga], was to make presents for the house."
t.2.1.7.xml,t217.p128,c217.1125,"[RN: Gudea], the ruler in charge of building the house, the ruler of [SN: Laga], presented it with the chariot ""It makes the mountains bow down"", which carries awesome radiance and on which great fearsomeness rides and with its donkey stallion, Ud-gu-dugduga, to serve before it; with the seven-headed mace, the fierce battle weapon, the weapon unbearable both for the North and for the South, with a battle cudgel, with the mace, with the lion-headed weapon made from stone, which never turns back before the highlands, with dagger blades, with nine standards, with the ""strength of heroism"", with his bow which twangs like a forest, with his angry arrows which whizz like lightning flashes in battle, and with his quiver, which is like a lion, a lion, or a fierce snake sticking out its tongue strengths of battle imbued with the power of kingship."
t.2.1.7.xml,t217.p129,c217.1143,"Along with copper, tin, slabs of lapis lazuli, refined silver and pure [GN: Melua] cornelian, he set up huge copper cauldrons, huge of copper, shining copper goblets and shining copper jars worthy of [DN: An], for laying a holy table in the open air at the place of regular offerings. [DN: Ninirsu] gave his city, [SN: Laga] He set up his bed within the bedchamber, the house's resting place; and everyone rested like birds in the streets with the son of [DN: Enlil]."
t.2.1.7.xml,t217.p130,c217.1155,"With his duties, namely to fill the channels with flowing water; to make the marshes full with carp and perch and to have the inspector of fisheries and the inspector of dykes stand at their posts; to fill the great waters with boats carrying grain; to see that tons, heaps and tons the yield of the land of [SN: Laga] will be piled up; to see that cattle-pens and sheepfolds will be erected; to see that lambs abound around healthy ewes; to have the rams let loose on the healthy ewes; to see that numerous calves stand beside healthy cows; to see that breed bulls bellow loudly among them; to have the oxen properly yoked and to have the farmers and ox drivers stand beside them; to have donkeys carry packsaddles and to have their drivers, who feed them, follow behind them; to see that large copper will be strapped onto jackasses; to see that the principal mill will produce ; to the house of [DN: Ninirsu] young slave women; to set right; to see that the courtyard of the [TN: E-ninnu] will be filled with joy; to see that the drums and drum will sound in perfect concert with the drums, and to see that his beloved drum [PN: Uumgal-kalama] will walk in front of the procession, the ruler who had built the [TN: E-ninnu], [RN: Gudea], himself entered before Lord [DN: Ninirsu]."
t.2.1.7.xml,t217.p131,c217.1182,"The temple towered upwards in full grandeur, unparallelled in fearsomeness and radiance Like a boat it and Its owner, the warrior [DN: Ninirsu], came out as the daylight on the dais of ir-nun Its resting on supports was like the blue sky in all its splendour Its standards and their caps were [DN: Ninirsu] himself emanating fearsomeness; their leather straps stretched out in front of them were green snake-eater birds bathing Its owner, the warrior [DN: Ninirsu], stood like [DN: Utu] in his most fascinating blue chariot Its throne, standing in the hall, was [DN: An] holy seat which is sat upon joyfully Its bed, standing in the bedroom, was a young cow kneeling down in its sleeping place On its holy quilt, strewn with fresh herbs, Mother [DN: Bau] was resting comfortably with Lord [DN: Ninirsu]."
t.2.1.7.xml,t217.p132,c217.1203,"Large bronze plates offered all sorts of food In the good house were cooked in shining bronze vessels Its pure bowls standing in the great dining hall were troughs in various sizes that never lack water, and the goblets beside them were the [WN: Tigris] and [WN: Euphrates] continually carrying abundance."
t.2.1.7.xml,t217.p133,c217.1211,"He had everything function as it should in his city. [RN: Gudea] had built the [TN: E-ninnu], made its powers perfect He brought butter and cream into its dairy and provided its with bread He had debts remitted and made all hands clear When his master entered the house, for seven days the slave woman was allowed to became equal to her mistress and the slave was allowed to walk side by side with his master But the ritually unclean ones could sleep only at the border of his city He silenced the evil-speaking tongue and locked up evil."
t.2.1.7.xml,t217.p134,c217.1224,"He paid attention to the justice of [DN: Nane] and [DN: Ninirsu] He provided protection for the orphan against the rich, and provided protection for the widow against the powerful He had the daughter become the heir in the families without a son. A day of justice dawned for him He set his foot on the neck of evil ones and malcontents."
t.2.1.7.xml,t217.p135,c217.1232,"Like [DN: Utu], he rose on the horizon for the city He wound a turban on his head He made himself known by the eyes of holy [DN: An] He entered the shrine of [TN: E-ninnu] with raised head like a bull and sacrificed there faultless oxen and kids He set bowls in the open air and filled them full with wine Uumgal-kalama was accompanied by drums, and drums roared for him like a storm The ruler stepped onto the outer wall and his city looked up to him in admiration. [RN: Gudea]."
t.2.1.7.xml,t217.p136,c217.1254,made abundance come forth for him The earth produced mottled barley for him. [SN: Laga] thrived in abundance with the ruler.
t.2.1.7.xml,t217.p137,c217.1258,"For the warrior who entered his new house, for Lord [DN: Ninirsu], he arranged a rich banquet He seated [DN: An] at the place of honour for him, he seated [DN: Enlil] next to [DN: An] and [DN: Ninma] next to [DN: Enlil]."
t.2.1.7.xml,t217.p138,c217.1277,"Rejoicing over the house, the owner determined a fate for the brickwork of [TN: E-ninnu]: [TN: E-ninnu], let there be a good fate determined, brickwork of [TN: E-ninnu], let there be a fate determined, let there be a good fate determined! House! Mountain founded by [DN: An], built in grandeur!"
t.2.1.7.xml,t217.p139,c217.1301,"determined a fate for the brickwork of [TN: E-ninnu]: [TN: E-ninnu], let there be a good fate determined! House embers embracing heaven. holy."
t.2.1.7.xml,t217.p140,c217.1321,[GN: Sumer] and all the countries will be directed toward you. [DN: An] will elevate your house of Anzud for you.
t.2.1.7.xml,t217.p141,c217.1337,"[DN: Gilgame] No one shall remove its throne set up there Your god, Lord [DN: Ninizida], is the grandson of [DN: An] ; your divine mother is [DN: Ninsumun], the bearing mother of good offspring, who loves her offspring; you are a child born by the true cow You are a true youth made to rise over the land of [SN: Laga] by [DN: Ninirsu] ; your name is established from below to above. [RN: Gudea], nobody what you say You are a man known to [DN: An] You are a true ruler, for whom the house has determined a good fate. [RN: Gudea], son of [DN: Ninizida], you will enjoy a long life!"
t.2.1.7.xml,t217.p142,c217.1355,The house reaches up to heaven like a huge mountain and its fearsomeness and radiance have settled upon the Land. [DN: An] and [DN: Enlil] have determined the fate of [SN: Laga] ; [DN: Ninirsu] authority has become known to all the countries; [TN: E-ninnu] has grown so high as to fill the space between heaven and earth. [DN: Ninirsu] be praised!
t.2.1.7.xml,t217.p143,c217.1362,"This is the end of the hymn ""The building of [DN: Ninirsu] house""."
t.2.4.2.23.xml,t24223.p1,c24223.1,does not release. does not release. the wise of the Land daily. made you pay his heavy tribute in full. his flour.
t.2.4.2.23.xml,t24223.p2,c24223.13,"[RN: ulgi], king of [DN: Urim]. I am My. for my father. [RN: Lugalbanda]. I will rejoice."
t.1.4.3.xml,t143.p1,c143.1,"His heart was full of tears as he went out into the countryside The lad's heart was full of tears as he went out into the countryside. [DN: Dumuzid] heart was full of tears as he went out into the countryside He carried with him his shepherd's stick on his shoulder, sobbing all the time:"
t.1.4.3.xml,t143.p2,c143.5,"[DN: Durtur], will call to me, my mother will call to me for five things, my mother will call to me for 10 things: if she does not know the day when I am dead, you, O countryside, can inform my mother who bore me Like my little sister may you weep for me."
t.1.4.3.xml,t143.p3,c143.15,"In ancient times he lay down, in ancient times he lay down, in ancient times the shepherd lay down When in ancient times the shepherd lay down, he lay down to dream He woke up it was a dream! He shivered it was sleep! He rubbed his eyes, he was terrified."
t.1.4.3.xml,t143.p4,c143.19,"[DN: etin-ana], bring my sister! Bring my scribe proficient in tablets, bring my sister! Bring my singer expert in songs, bring my singer! Bring my perspicacious girl, bring my sister! Bring my wise woman who knows the meanings of dreams, bring my sister! I will relate the dream to her."
t.1.4.3.xml,t143.p5,c143.25,"coals brazier for me, the cover of my holy churn was removed, my holy drinking cup was torn down from the peg where it hung, my shepherd's stick disappeared from me An owl took a lamb from the sheep house, a falcon caught a sparrow on the reed fence, my male goats were dragging their dark beards in the dust for me, my rams were scratching the earth with their thick legs for me The churns were lying on their sides, no milk was being poured, the drinking cups were lying on their sides, [DN: Dumuzid] was dead, the sheepfold was haunted."
t.1.4.3.xml,t143.p6,c143.41,"[DN: etin-ana] answered [DN: Dumuzid]: [DN: Dumuzid], your dream is not favourable, don't tell me any more of it! The rushes rising up for you, which kept growing for you, are bandits rising against you from their ambush The single reed shaking its head at you is your mother who bore you, shaking her head for you The twin reeds of which one was being separated from you is you and I one will be separated from you The tall trees in the forest rising up together over you are the evil men catching you within the walls That water was poured over your holy coals means the sheepfold will become a house of silence That the cover of your holy churn was removed for you means the evil man will bring it inside in his hands."
t.1.4.3.xml,t143.p7,c143.56,"will set fire to it will smash it The owl taking a lamb from the sheep house is the evil man who will hit you on the cheek is the evil man who will destroy the sheep house The falcon catching a sparrow on the reed fence is the big demon coming down out from the sheep house That the churns were lying on their sides, no milk was being poured, the drinking cups were lying on their sides, that [DN: Dumuzid] was dead, and the sheepfold haunted, means your hands will be bound in handcuffs, your arms will be bound in fetters That your male goats were dragging their dark beards in the dust for you means that my hair will whirl around in the air like a hurricane for you That your rams were scratching the earth with their thick legs for you means that I shall lacerate my cheeks with my fingernails for you as if with a boxwood needle."
t.1.4.3.xml,t143.p8,c143.70,"Hardly had she spoken these words when he said, your heart your hair and your liver, lacerate your clothes and your crotch, sister, and then go up onto the mound! Sister, when you go up onto the mound, look out from the mound! The evil, hated by men, a river barge! They hold in their hands the wood to bind the hands, they are identified from the wood to bind the neck no man knows how to undo it!"
t.1.4.3.xml,t143.p9,c143.83,"[DN: Ama-etin-ana] went up onto the mound and looked around, [DN: etin-ana] craned her neck Her girl friend [DN: etin-dudu] advised her:"
t.1.4.3.xml,t143.p10,c143.87,"[DN: Dumuzid], your demons are coming for you! Duck down your head in the grass!"
t.1.4.3.xml,t143.p11,c143.91,[GN: Arali]! Don't reveal my whereabouts to them!
t.1.4.3.xml,t143.p13,c143.98,She remembered:
t.1.4.3.xml,t143.p14,c143.103,[GN: Arali]! Don't reveal my whereabouts to them!
t.1.4.3.xml,t143.p16,c143.110,"Those who come for the king are a motley crew, who know not food, who know not drink, who eat no sprinkled flour, who drink no poured water, who accept no pleasant gifts, who do not enjoy a wife's embraces, who never kiss dear little children, who never chew sharp-tasting garlic, who eat no fish, who eat no leeks There were two men of [SN: Adab] who came for the king They were thistles in dried-up waters, they were thorns in stinking waters Then there were two men of [SN: Akak] who came for the king, with carried on their shoulders Then there were two men of [SN: Unug] who came for the king With head-smashing clubs tied to their waists, there were two men of [SN: Urim] who came for the king With shining clean clothes on the quayside, there were two men of [SN: Nibru] who came for the king Crying, they came to the sheepfold and cow-pen They caught [DN: etin-ana] at the sheepfold and cow-pen They offered a river of water, but she wouldn't accept it They offered her a field of grain, but she wouldn't accept it The little demon spoke to the big demon, the wise demon, the lively demon, and the big demon who was between them, wise like destroying a, like barring a, they spoke:"
t.1.4.3.xml,t143.p17,c143.139,"Then they offered his friend a river of water, and he accepted it They offered him a field of grain, and he accepted it They looked for [DN: Dumuzid] ducked down his head in the grass, but I don't know his whereabouts. [DN: Dumuzid] head in the grass, but they couldn't find him They looked for [DN: Dumuzid] head in the short grass, but they couldn't find him They looked for [DN: Dumuzid] head in the tall grass, but they couldn't find him. [GN: Arali], but I don't know his whereabouts."
t.1.4.3.xml,t143.p18,c143.151,They caught [DN: Dumuzid] in the ditches of [GN: Arali]. [DN: Dumuzid] began to weep and was tear-stricken:
t.1.4.3.xml,t143.p19,c143.156,"The men surrounded him and drained the standing waters They twisted a cord for him, they knotted a net for him They wove a reed hawser for him, they cut sticks for him The one in front of him threw missiles at him, the one behind him one cubit His hands were bound in handcuffs, his arms were bound in fetters The lad raised his hands heavenward to [DN: Utu]:"
t.1.4.3.xml,t143.p20,c143.165,"[DN: Utu], you are my brother-in-law, I am your sister's husband! I am he who carries food to [TN: E-ana], I am he who brought the wedding gifts to [SN: Unug], I am he who kisses the holy lips, I am he who dances on the holy knees, the knees of [DN: Inana] Please change my hands into gazelle hands, change my feet into gazelle feet, so I can evade my demons Let me escape with my life to [GN: Ku-bire-dildare]."
t.1.4.3.xml,t143.p21,c143.174,"[DN: Utu] accepted his tears as a gift Like a merciful man he showed him mercy He changed his hands into gazelle hands, he changed his feet into gazelle feet, and so he evaded the demons, and escaped with his life to [GN: Ku-bire-dildare] The demons searched for him, but didn't find him."
t.1.4.3.xml,t143.p22,c143.181,"[GN: Ku-bire]. like a net They caught [DN: Dumuzid] at [GN: Ku-bire] The men surrounded him and drained the standing waters They twisted a cord for him, they knotted a net for him They wove a reed hawser for him, they cut sticks for him, the one in front of him threw missiles at him, the one behind him His hands were bound in handcuffs, his arms were bound in fetters The lad raised his hands heavenward to [DN: Utu]:"
t.1.4.3.xml,t143.p23,c143.192,"[DN: Utu], you are my brother-in-law, I am your sister's husband! I am he who carries food to [TN: E-ana], I am he who brought the wedding gifts to [SN: Unug], I am he who kisses the holy lips, I am he who dances on the holy knees, the knees of [DN: Inana] Please change my hands into gazelle snake hands, change my feet into gazelle snake feet, so I can escape to the house of Old Woman [DN: Belili]."
t.1.4.3.xml,t143.p24,c143.200,"[DN: Utu] accepted his tears He changed his hands into gazelle snake hands, he changed his feet into gazelle snake feet, so he evaded the demons and escaped with his life to the house of Old Woman [DN: Belili] He approached the house of Old Woman [DN: Belili]."
t.1.4.3.xml,t143.p26,c143.209,"She poured water, and she sprinkled flour, and he sat down inside the house The old woman left the house When the old woman left the house, the demons saw her."
t.1.4.3.xml,t143.p27,c143.213,"They caught [DN: Dumuzid] whereabouts, she is indeed looking frightened! She is indeed screaming in a frightened way! Come, let us go to the house of Old Woman [DN: Belili]! [DN: Dumuzid] at the house of Old Woman [DN: Belili] The men surrounded him and drained the standing waters They twisted a cord for him, they knotted a net for him They wove a reed hawser for him, they cut sticks for him, the one in front of him threw missiles at him, the one behind him His hands were bound in handcuffs, his arms were bound in fetters The lad raised his hands heavenward to [DN: Utu]:"
t.1.4.3.xml,t143.p28,c143.227,"[DN: Utu], you are my brother-in-law, I am your sister's husband! I am he who carries food to [TN: E-ana], I am he who brought the wedding gifts to [SN: Unug], I am he who kisses the holy lips, I am he who dances on the holy knees, the knees of [DN: Inana] Please change my hands into gazelle hands, change my feet into gazelle feet, so I can escape to the holy sheepfold, my sister's sheepfold."
t.1.4.3.xml,t143.p29,c143.235,"[DN: Utu] accepted his tears He changed his hands into gazelle snake hands, he changed his feet into gazelle snake feet, so he evaded the demons, and escaped with his life to the holy sheepfold, his sister's sheepfold He approached the holy sheepfold, his sister's sheepfold. [DN: etin-ana] cried toward heaven, cried toward earth Her cries covered the horizon completely like a cloth, they were spread out like linen She lacerated her eyes, she lacerated her face, she lacerated her ears in public; in private she lacerated her buttocks."
t.1.4.3.xml,t143.p30,c143.245,"(The demons said: ) When the first demon entered the sheepfold and cow-pen, [DN: etin-ana] is aware of [DN: Dumuzid] whereabouts, she is indeed looking frightened! She is indeed screaming in a frightened way! Come, let us go to the sheepfold and cow-pen! he set fire to the bolt he shouted When the second entered the sheepfold and cow-pen, he set fire to the shepherd's stick When the third entered the sheepfold and cow-pen, he removed the cover of the holy churn."
t.1.4.3.xml,t143.p31,c143.256,"When the fourth entered the sheepfold and cow-pen, he tore down the drinking cup from the peg where it hung When the fifth entered the sheepfold and cow-pen, the churns lay on their sides, no milk was poured, the drinking cups lay on their sides, [DN: Dumuzid] was dead, the sheepfold was haunted When the fourth entered the sheepfold and cow-pen, he poured water on my holy brazier When the fifth demon entered the sheepfold and cow-pen, he tore down my holy drinking cup from the peg where it hung When the sixth demon entered the sheepfold and cow-pen, the churns lay on their sides, and no milk was poured When the seventh demon entered the sheepfold and cow-pen, the drinking cups lay on their sides, [DN: Dumuzid] was dead, the sheepfold was haunted."
t.1.4.3.xml,t143.p32,c143.261,A for the dead [DN: Dumuzid].
t.2.4.5.4.xml,t2454.p1,c2454.A.1,"Great lord, light holding his head high in the vault of the sky, brilliance, [DN: Suen], powerful dragon from the high mountains shedding light on the people, light of the remote heavens, crown, joy of the father who begot him! Impressive son born of [DN: Ninlil], respected in the [TN: E-kur], visible even at noontime, youthful [DN: Suen], light of heaven, whose majestic radiance is visible even at noontime, light who illuminates the black-headed people, Father [DN: Nanna], emerging from the remote, understanding well how to make the night pleasant! Respected prince who, when he appears, is the glorious radiance of the heavens!"
t.2.4.5.4.xml,t2454.p2,c2454.A.9,"At the foundations of heaven and earth, Father [DN: Nanna] appears in the night time over [SN: Urim], the city that is the cosmic bond for [GN: Sumer], whose divine powers can never be altered He has called the name, he has filled the heart with joy, my [RN: Ibbi-]! At the shrine [DN: Suen] [SN: Nibru], whose interior is a mountain of abundance, the dwelling-place of the [TN: Ki-ur], he spreads his majestic light from above over the land in princely style, in the august courtyard, the unceasing of its majestic light determining great destinies. [DN: Suen] offers a prayer in the [TN: Ubu-unkena] to the father who begot him, the great of heaven and earth, Lord [DN: Nunamnir]:"
t.2.4.5.4.xml,t2454.p3,c2454.A.17,"[SN: Urim], which you have chosen in your heart, the august royal dwelling-place, the encouragement of the Land! It shall have an abundance of butter, fish, birds, births, copper and gold!"
t.2.4.5.4.xml,t2454.p4,c2454.A.21,"The divine powers of the city which was responsible for the emergence of human seed cannot be altered, my [RN: Ibbi-]! He has made its kingship shine forth; he prolongs life! He has strengthened for you the foundations of its great dais, and has made you take your seat proudly upon it He has made the divine powers of its kingship come forth; great power emerges from there Those august commands cannot ever be changed, my [DN: Suen] [RN: Ibbi-]! You, [DN: Suen] [DN: Aimbabbar], have caused respect for the king to shine forth throughout the whole of heaven and earth For [DN: Nanna] the just man chosen in the holy heart, my [RN: Ibbi-], august shine forth like a god. [DN: Suen] [DN: Suen] his command the [TN: E-kur] ; [DN: An] and [DN: Enlil], who determine the destiny of the land, the Great Mountain [DN: Enlil]"
t.2.4.5.4.xml,t2454.p5,c2454.B.1,"The destiny which has been determined. [DN: Aimbabbar] He has made the divine powers of kingship shine forth with head high, [DN: Nanna-Suen], the noble manifest lord in heaven and earth, source of trust, son of [DN: Ninlil], ornament of, [DN: Nanna], lord with a holy mouth and with an august name, encouragement of the Land! Prince endowed with charm, chosen in my holy heart, my [RN: Ibbi-]! Among the numerous people his name reaches far abroad, the decision of the Land You know well how to benefit the reign and to increase abundance; direct your attention to the great storehouses! Father [DN: Suen] [DN: Nanna], is given to the one you have chosen in your heart, you noble lord who the good seed, impressive with your divine powers, making decisions together with [DN: Enlil], unique bull, manifest lord! Praise be to [DN: Suen]!"
t.2.4.5.4.xml,t2454.p6,c2454.B.16,An of [DN: Suen].
t.4.01.1.xml,t4011.p1,c4011.6,"new. august words. [DN: Enki] has named you with the name, the sublime course You cleanse the just man like gold, and you hand over the wicked to extinction. [DN: Asarlui]"
t.4.01.1.xml,t4011.p2,c4011.12,"Nourished on the good milk of intelligence, advice and reason, his voice resounds loudly August sage, firstborn son of [DN: Enki], he gives to all who are born Profoundly intelligent, as wise as his father, possessed of understanding, [DN: Asarlui] penetrates everything Nothing him Lordly son of the, endowed with holy wisdom, he is [DN: Marduk], the bringer of counsel Tall in stature, he can survey all the divine powers of heaven and earth."
t.4.01.1.xml,t4011.p3,c4011.20,"Son endowed with a broad understanding, whose movement is that of an animal with large horns in the split reeds; [DN: Asarlui], mighty deluge determining great fates, unleashed and knowing no course whatsoever! When great [DN: An] shared out the divine powers for heaven and earth, incantations fell to your lot Scanning all mankind with a glance, god of benign features, with an attractive physique; most skilled metalworker, creating masterpieces; counsellor and judge, whose word in the august sanctuary is unalterable and whose character is sublime: I shall exalt him in song and glorify his name."
t.4.01.1.xml,t4011.p4,c4011.29,"Eloquent one of the, great minister of [SN: Eridug], lordly [DN: Asarlui]! The and priests, the and priests, the priestesses and the all pay attention when you open your holy mouth Daily as they go forth, they circumambulate you Cleansing the purification rites with pure hands and pure tread, holy in every respect, you are the supervisor of the purification priests of [TN: E-abzu]."
t.4.01.1.xml,t4011.p5,c4011.37,"[SN: Kuara], the beloved city which you have chosen in your heart, lives in joy because of you The generous-hearted Prince named you with the name [DN: Enki] [DN: Asarlui]."
t.1.6.1.xml,t161.p1,c161.1,"Created like [DN: An], O son of [DN: Enlil], [DN: Ninurta], created like [DN: Enlil], born by [DN: Nintur], mightiest of the [DN: Anuna] gods, who came forth from the mountain range, imbued with terrible awesomeness, son of [DN: Enlil], confident in his strength, my sovereign, you are magnificent let your magnificence therefore be praised. [DN: Ninurta], you are magnificent let your magnificence therefore be praised."
t.1.6.1.xml,t161.p2,c161.7,"Sovereign of all the lands, in your massive might, warrior of [DN: Enlil], in your great might, fierce warrior, you have taken up the divine powers which are like heaven, son of [DN: Enlil], you have taken up the divine powers which are like the earth, you have taken up the divine powers of the mountains, which are heavy as heaven, you have taken up the divine powers of [SN: Eridug], which are huge as the earth."
t.1.6.1.xml,t161.p3,c161.13,"You have made the gods prostrate themselves before you You have made the [DN: Anuna] salute you. [DN: Ninurta], you are made complete by heroic strength."
t.1.6.1.xml,t161.p4,c161.16,The utterance of the sovereign is a storm The word of Lord [DN: Ninurta] is a storm.
t.1.6.1.xml,t161.p5,c161.18,"To the hostile mountains To the fortress of the rebellious land Lord, frighteningly fierce Fierce in heaven and earth."
t.1.6.1.xml,t161.p6,c161.24,His angry utterance made a corpse of the mountains His fierce countenance.
t.1.6.1.xml,t161.p7,c161.26,"Horned wild bull Wild ram and stag The great wild bull of the mountains from its He put his, the strength in battle, in his belt."
t.1.6.1.xml,t161.p8,c161.30,"The sovereign, with his heroic arms, [DN: Ninurta], the son of [DN: Enlil], in his great might, brought forth the Six-headed wild ram from the shining, lofty house He brought forth the Warrior dragon from the great fortress of the mountains He brought forth the Magilum boat from his He brought forth the Bison from his battle dust He brought forth the Mermaid from the limits of heaven and earth He brought forth the Gypsum from the soil of the mountain range He brought forth the Strong copper from the shattered mountain range He brought forth the Anzud bird from the tree He brought forth the Seven-headed serpent from the of the mountains."
t.1.6.1.xml,t161.p9,c161.41,He mustered them all before him He spoke He was unhappy He spoke He seized the axe He took his.
t.1.6.1.xml,t161.p10,c161.47,"The warrior made a corpse of the mountains Lord [DN: Ninurta], who destroys, made a corpse of the mountains He piled up The sovereign, with his heroic strength, wreaked his vengeance The warrior [DN: Ninurta], with his heroic strength, wreaked his vengeance."
t.1.6.1.xml,t161.p11,c161.52,"On his shining chariot, which inspires terrible awe, he hung his captured wild bulls on the axle and hung his captured cows on the cross-piece of the yoke."
t.1.6.1.xml,t161.p12,c161.55,He hung the Six-headed wild ram on the dust-guard He hung the Warrior dragon on the seat He hung the Magilum boat on the He hung the Bison on the beam He hung the Mermaid on the foot-board He hung the Gypsum on the forward part of the yoke He hung the Strong copper on the inside pole pin He hung the Anzud bird on the front guard He hung the Seven-headed serpent on the shining cross-beam.
t.1.6.1.xml,t161.p13,c161.64,"Lord [DN: Ninurta] stepped into his battle-worthy chariot. [DN: Ud-ane], the all-seeing god, and [DN: Lugal-anbara], the bearded lord, went before him, and the awesome one of the mountains, [DN: Lugal-kur-dub], the of Lord [DN: Ninurta], followed behind him."
t.1.6.1.xml,t161.p14,c161.70,"The lion who from the, who [DN: An] awesomeness and radiance the [DN: Anuna], the great gods."
t.1.6.1.xml,t161.p15,c161.73,"As the sovereign swept on like the deluge, as [DN: Ninurta], storm of the rebellious land, swept on like the deluge, he rumbled like a storm on the horizon."
t.1.6.1.xml,t161.p16,c161.76,"When, at [DN: Enlil] command, he was making his way towards [TN: E-kur], the warrior of the gods was levelling the Land; and before he had yet approached [SN: Nibru] from afar, [DN: Nuska], the chancellor of [DN: Enlil], came forth from the [TN: E-kur] to meet him."
t.1.6.1.xml,t161.p17,c161.80,"He greeted Lord [DN: Ninurta]: [DN: Ninurta], perfect warrior, heed yourself."
t.1.6.1.xml,t161.p18,c161.83,"[DN: Enlil] temple like a cloak When you step into your chariot, whose creaking is a pleasant sound, heaven and earth tremble When you raise your arm."
t.1.6.1.xml,t161.p19,c161.87,"[DN: Anuna], the great gods Do not frighten your father in his residence Do not frighten [DN: Enlil] in his residence May your father give you gifts because of your heroic strength May [DN: Enlil] give you gifts because of your heroic strength."
t.1.6.1.xml,t161.p20,c161.92,"[DN: An], first among the gods, seal-bearer of [DN: Enlil], life-source of [TN: E-kur], O warrior, because you have toppled the mountains your father need send out no other god beside you. [DN: Ninurta], because you have toppled the mountains [DN: Enlil] need send out no other god beside you."
t.1.6.1.xml,t161.p21,c161.98,"While these words were yet in [DN: Nuska] mouth, [DN: Ninurta] put the whip and goad away in the rope-box He leaned his mace, the strength in battle, against the box and entered into the temple of [DN: Enlil]."
t.1.6.1.xml,t161.p22,c161.102,"He directed his captive wild bulls into the temple He directed his captive cows, like the wild bulls, into the temple He laid out the booty of his plundered cities The [DN: Anuna] were amazed. [DN: Enlil], the Great Mountain, made obeisance to him, and [DN: Aimbabbar] prayed to him."
t.1.6.1.xml,t161.p23,c161.108,"The great mother [DN: Ninlil], from within her [TN: Ki-ur], spoke admiringly to Lord [DN: Ninurta]: [DN: Enlil], you have struck blows in the mountains Warrior, Lord [DN: Ninurta], you have You have the rebellious land."
t.1.6.1.xml,t161.p24,c161.113,"Lord [DN: Ninurta] answered her: [DN: Ninlil], I alone cannot with you, for me alone Battle arrayed like heaven no one can rival me Like the deluge Smashing the mountains like reed huts."
t.1.6.1.xml,t161.p26,c161.125,[DN: Anuna] hide like mice.
t.1.6.1.xml,t161.p27,c161.128,axe. I bear my.
t.1.6.1.xml,t161.p28,c161.135,"net of the rebellious land, my net. I bear that from which the mountains cannot escape, my net. I bear the seven-mouthed serpent, the slayer, my spike. I bear that which strips away the mountains, the sword, my heavenly dagger."
t.1.6.1.xml,t161.p31,c161.152,"[DN: Enlil] bathe my heroic arms Let him pour holy water on the fierce arms which bore my weapons Let him set up a holy dais in the throne room for me Let him set my heavenly chariot upon a pedestal Let him tether my captured warriors there like butting bulls Let him have my captured kings make obeisance to me there, as to the light of heaven."
t.1.6.1.xml,t161.p32,c161.159,"[DN: Ninurta] let them prostrate themselves at my name. I am the exceedingly mighty lion-headed one of [DN: Enlil], whom he engendered in his strength The storm of heaven, shackle of the gods, I am the one whom [DN: An] in his great might has chosen."
t.1.6.1.xml,t161.p33,c161.164,"[DN: Inana]. I am the warrior, destined with [DN: Enki] to be suited for the fearsome divine powers Let my kingship be manifest unto the ends of heaven and earth. I am most able among the gods let me be imbued with great awesomeness."
t.1.6.1.xml,t161.p34,c161.168,"[SN: Nibru], raise its head as high as heaven Let my city be pre-eminent among the cities of my brothers Let my temple rise the highest among the temples of my brothers Let the territory of my city be the freshwater well of [GN: Sumer] Let the [DN: Anuna], my brother gods, bow down there Let their flying birds establish nests in my city Let their refugees refresh themselves in my shade."
